Brand_name,Generic_name,que,side_effects
Hytrin," terazosin (ter AY zo sin), ","[['What is terazosin?'], ['Terazosin is in a group of drugs called alpha-adrenergic blockers. Terazosin relaxes your veins and arteries so that blood can more easily pass through them. It also relaxes the muscles in the prostate and bladder neck, making it easier to urinate.']]","[[], [], [], []]"
Tessalon Perles," , (ben ZOE na tate), ","[['What is  Tessalon Perles?'], ['Tessalon Perles is used to relieve coughing.']]","[[], [], [], []]"
," ,
, capsule","[['Tessalon Description'], ['Tessalon, a non-narcotic oral antitussive agent, is 2, 5, 8, 11, 14, 17, 20, 23, 26-nonaoxaoctacosan-28-yl p-(butylamino) benzoate; with a molecular weight of 603.7.']]","[[], [], [], []]"
"Ala-Tet, Brodspec, Panmycin, Sumycin, Tetracap, Tetracon, Robitet 500, Emtet-500"," tetracycline (TET tra SYE kleen), ","[['What is tetracycline?'], ['Tetracycline is an ', ' that fights infection caused by bacteria.']]","[['any other antibiotic;'], ['isotretinoin (Accutane);'], ['tretinoin (Renova, Retin-A, Vesanoid);'], ['a blood thinner (warfarin, Coumadin, Jantoven);']]"
Vitamin B1," thiamine (vitamin B1) (THIGH a min), ","[['What is thiamine?'], ['Thiamine is ', '. Thiamine is found in foods such as cereals, whole grains, meat, nuts, beans, and peas. Thiamine is important in the breakdown of carbohydrates from foods into products needed by the body.']]","[[], [], [], []]"
"Aveed, Delatestryl, Depo-Testosterone, Testosterone Cypionate, Testosterone Enanthate, Testosterone undecanoate, Xyosted"," testosterone injection (tes TOS ter one), ","[['What is testosterone?'], [""Testosterone is a naturally occurring sex hormone that is produced in a man's testicles. Small amounts of testosterone are also produced in a woman's ovaries and adrenal system.""]]","[['acne;'], ['changes in menstrual periods;'], ['male-pattern hair growth (such as on the chin or chest);'], ['hoarse or deepened voice; or']]"
Zanaflex," tizanidine (tye ZAN i deen), ","[['What is tizanidine?'], ['Tizanidine is a short-acting ', '. It works by blocking nerve impulses (pain sensations) that are sent to your brain.']]","[['a light-headed feeling, like you might pass out;'], ['weak or shallow breathing;'], ['confusion, hallucinations; or'], ['pain or burning when you urinate.']]"
"Elixophyllin, Theo-24, "," theophylline (oral) (thee OFF i lin), ","[['What is theophylline?'], ['Theophylline is a bronchodilator that is used to treat symptoms of ', ', bronchitis, ', ', and other breathing problems.']]","[[], [], [], []]"
Blocadren," timolol (TIH mo lol), ","[['What is timolol?'], [' is a beta-blocker that affects the heart and circulation (blood flow through arteries and veins).']]","[['trouble breathing;'], [';'], [', ', ';'], ['feeling tired; or']]"
," Tobramycin sulfate,
, injection, solution","[['DESCRIPTION:'], ['Rx only']]","[[], [], [], []]"
," , (toe PYRE a mate), Qudexy XR, Topamax, Topamax Sprinkle, Topiragen, Trokendi XR","[['What is Topamax?'], ['Topamax ', ' was originally FDA-approved as a seizure medicine, also called an ', '. Topiramate is used to treat seizures in adults and children who are at least 2 years old.']]","[['birth control pills; or'], ['other seizure medications, such as divalproex (Depakote) or valproic acid (Depakene).'], [], []]"
"Qudexy XR Sprinkle, Topamax, Topamax Sprinkle, Trokendi XR, Topiragen"," topiramate (toe PYRE a mate), ","[['What is topiramate?'], ['Topiramate is a seizure medicine, also called an anticonvulsant. Topiramate is used to treat certain types of ', ' in adults and children who are at least 2 years old. ', ' is for use in adults and children who are at least 6 years old.']]","[[';'], [';'], ['divalproex, ', '; or'], ['birth control pills.']]"
"Toprol-XL, Lopressor, Kapspargo Sprinkle"," , ","[['What is Toprol-XL?'], ['Toprol-XL (', ') is a beta-blocker that affects the heart and circulation (blood flow through arteries and veins).']]","[[', tired feeling;'], [', confusion, memory problems;'], [', trouble sleeping;'], ['diarrhea; or']]"
"ConZip, Ultram, Ultram ER"," tramadol (TRAM a dol), ","[['What is tramadol?'], ['Tramadol is a ', ' pain reliever.']]","[['noisy breathing, sighing, shallow breathing, breathing that stops during sleep;'], ['a slow heart rate or weak pulse;'], ['a light-headed feeling, like you might pass out;'], ['seizure (convulsions);']]"
"Demadex, Demadex I.V."," torsemide (oral/injection) (TOR se mide), ","[['What is torsemide?'], ['Torsemide is a loop diuretic (water pill) that is used to treat ', ' (', ') in people with ', ', ', ', or kidney disease.']]","[['increased urination; or'], ['headache.'], [], []]"
Toradol," ketorolac (oral/injection) (KEE toe ROLE ak), ","[['What is Toradol?'], ['Toradol (ketorolac) is a nonsteroidal anti-inflammatory drug (NSAID). Ketorolac works by reducing hormones that cause inflammation and pain in the body.']]","[['shortness of breath (even with mild exertion);'], ['swelling or rapid weight gain;'], ['the first sign of any skin rash, no matter how mild;'], ['signs of stomach bleeding - bloody or tarry stools, coughing up blood or vomit that looks like coffee grounds;']]"
Tradjenta," , (LIN a GLIP tin), ","[['What is Tradjenta?'], ['Tradjenta (linagliptin) is an ', ' that helps control blood sugar levels. It works by regulating the levels of insulin your body produces after eating.']]","[['runny or stuffy nose, sore throat;'], ['cough; or'], ['diarrhea.'], []]"
Cyklokapron," tranexamic acid (Cyklokapron) (tran ex AM ik AS id), ","[['What is tranexamic acid (Cyklokapron)?'], ['Tranexamic acid prevents enzymes in the body from breaking down ', '.']]","[[', vomiting, diarrhea;'], [', feeling light-headed;'], ['mild itching or rash; or'], ['feeling unusually happy.']]"
"Tresiba, Tresiba FlexTouch"," , (IN su lin de GLOO dek), ","[['What is  Tresiba?'], [' is a hormone that works by lowering levels of glucose (sugar) in the blood. ', ' is a long-acting ', ' that starts to work several hours after injection and keeps working evenly for 24 hours.']]","[['low blood sugar;'], ['swelling, weight gain;'], ['itching, rash; or'], ['thickening or hollowing of the skin where you injected the medicine.']]"
"Desyrel, Desyrel Dividose, Oleptro"," trazodone (TRAZ oh done), ","[['What is trazodone?'], [' is an ', ' that belongs to a group of drugs called selective serotonin reuptake inhibitors (SSRIs). It affects chemicals in the brain that may be unbalanced in people with depression.']]","[['any other antidepressants;'], [';'], [';'], [';']]"
Trelegy Ellipta," , (floo TIK a sone, ue ME kli DIN ee um, and vye LAN ter ol), ","[['What is Trelegy Ellipta?'], ['Trelegy Ellipta is an inhalation powder containing a combination of ', ', ', ', and ', '. Fluticasone is a steroid that prevents the release of substances in the body that cause inflammation.']]","[['atropine;'], ['antifungal or antiviral medicine;'], ['medicine to treat depression, anxiety, mood disorders, or mental illness;'], ['cold or allergy medicine (Benadryl and others);']]"
"Oxtellar XR, Trileptal"," , (ox kar BAY zeh peen), ","[['What is Trileptal?'], ['Trileptal ', ' is an an ', ' or ', '. It works by decreasing nerve impulses that cause seizures and pain.']]","[[], [], [], []]"
Dyrenium," triamterene (try AM teh reen), ","[['What is triamterene?'], ['Triamterene is a potassium-sparing diuretic (water pill) that prevents your body from absorbing too much salt and keeps your potassium levels from getting too low.']]","[['nausea, diarrhea;'], ['dizziness, headache;'], ['dry mouth; or'], ['feeling weak or tired.']]"
Trintellix," , (VOR tye OX e teen), ","[['What is Trintellix?'], ['Trintellix (', ') is a precription medicine that affects chemicals in the brain that may be unbalanced.']]","[['medicine to treat anxiety, mood disorders, or mental illness such as schizophrenia;'], ['any other antidepressant;'], ['a blood thinner (', ', ', ', ', ');'], ['a diuretic or ""water pill"";']]"
"Primsol, Trimpex, Proloprim"," trimethoprim (trye METH oh prim), ","[['What is trimethoprim?'], ['Trimethoprim is an ', ' that is used to treat bladder or kidney infections, or ear infections caused by certain bacteria.']]","[['vomiting, diarrhea, stomach pain;'], ['rash, itching; or'], ['swelling in your tongue.'], []]"
Aristocort," triamcinolone (oral) (trye am SIN oh lone), ","[['What is triamcinolone?'], ['Triamcinolone belongs to a class of drugs called corticosteroids. It prevents the release of substances in the body that cause inflammation.']]","[['aspirin (taken on a daily basis or at high doses);'], ['a diuretic (water pill);'], ['a blood thinner such as warfarin (Coumadin, Jantoven);'], ['cyclosporine (Gengraf, Neoral, Sandimmune);']]"
," , (doo la GLOO tide), Trulicity","[['\n      Uses of Trulicity:'], ['\n      This is not a list of all drugs or health problems that interact with Trulicity (dulaglutide).\n    ']]","[[], [], [], []]"
," turmeric (tur MER ik or TOO me rik), ","[['What is turmeric?'], ['Turmeric is a spice that comes from a plant. Turmeric is also known as Curcuma, Curcumin, Halada, Haldi, Haridra, Indian ', ', Nisha, Pian Jiang Huang, Rajani, Safran Bourbon, Safran de Batallita, Safran des Indes, Turmeric Root, and Yu Jin. Turmeric should not be confused with Javanese turmeric root (Curcuma zedoaria).']]","[['any type of infection (including ', ', ', ', or tuberculosis);'], [', ', ', or a psychiatric disorder;'], [' or allergies;'], ['cancer;']]"
Truvada," , (EM trye SYE ta been and ten OF oh vir), ","[['What is Truvada?'], ['Truvada contains a combination of ', ' and ', '. Emtricitabine and tenofovir disoproxil fumarate are antiviral medicines that prevent ', ' from multiplying in your body.']]","[[' - fever, sweats, swollen glands, ', ', cough, wheezing, diarrhea, ', ';'], ['trouble speaking or swallowing, problems with balance or eye movement, weakness or prickly feeling; or'], ['swelling in your neck or throat (enlarged thyroid), menstrual changes, ', '.'], []]"
Tylenol," , (oral) (a SEET a MIN oh fen), ","[['What is Tylenol?'], ['Tylenol ', ' is a pain reliever and a fever reducer.']]","[['nausea, upper stomach pain, itching, loss of appetite;'], ['dark urine, clay-colored stools; or'], ['jaundice (yellowing of the skin or eyes).'], []]"
Famvir," famciclovir (fam SYE klo veer), ","[['What is famciclovir?'], ['Famciclovir is an antiviral medicine that is used to treat infections caused by herpes viruses, including genital herpes, ', ', and ', '.']]","[[], [], [], []]"
Duragesic," fentanyl transdermal (skin patch) (FEN ta nil trans DERM al), ","[['What is a fentanyl patch?'], [' is an opioid pain medication, sometimes called a narcotic.']]","[[', dizziness, drowsiness, tiredness;'], ['nausea, vomiting, stomach pain, diarrhea, ', ';'], ['itching, redness, or rash where a patch was worn;'], ['sleep problems (', '); or']]"
Uloric," febuxostat (fe BUX oh stat), ","[['What is febuxostat?'], ['Febuxostat reduces the production of uric acid in your body. A build-up of uric acid can cause gout symptoms.']]","[['gout flares, joint pain;'], [';'], ['mild rash; or'], ['liver problems.']]"
"Tylenol with Codeine #3, Tylenol with Codeine #4"," , (a SEET a MIN o fen and KOE deen), ","[['What is  Tylenol with Codeine #3?'], [' #3 is a combination medicine used to relieve moderate to severe pain.']]","[['drowsiness, dizziness, feeling tired;'], ['nausea, vomiting, stomach pain;'], ['; or'], ['.']]"
Farxiga," , (DAP a gli FLOE zin), ","[['What is Farxiga?'], ['Farxiga (', ') is an oral diabetes medicine that helps control blood sugar levels. Dapagliflozin works by helping the kidneys get rid of glucose from your bloodstream.']]","[['genital yeast infection;'], ['urinating more than usual; or'], [' and runny or stuffy nose.'], []]"
Pepcid," famotidine (fam OH ti deen), ","[['What is famotidine?'], [' is a histamine-2 blocker that works by decreasing the amount of acid the stomach produces.']]","[[';'], [';'], [';'], ['fosamprenavir; or']]"
Plendil," felodipine (fe LOE di peen), ","[['What is felodipine?'], ['Felodipine is a calcium channel blocker that is used to treat hypertension (', ') in adults. Lowering blood pressure can help lower your risk of a stroke or ', '.']]","[[], [], [], []]"
Femara," , (LET roe zol), ","[['What is Femara?'], ['Femara (letrozole) lowers estrogen levels in postmenopausal women, which may slow the growth of certain types of breast tumors that need estrogen to grow in the body.']]","[[], [], [], []]"
"Antara, Fenoglide, Lipofen, TriCor, Triglide, Lipidil Micro, Dom-Fenofibrate, Lipidil Supra, Lofibra, Lipidil EZ"," fenofibrate (FEN oh FYE brate), ","[['What is fenofibrate?'], [' belongs to a group of drugs known as ""fibrates."" It helps reduce cholesterol and triglycerides (fatty acids) in the blood. High levels of these types of fat in the blood are associated with an increased risk of ', '.']]","[[', sneezing; or'], ['abnormal laboratory tests.'], [], []]"
"Feosol, Fer Iron, Fer-Gen-Sol, Fer-in-Sol, Fer-Iron, Feratab, FeroSul, Ferra-TD, Ferro-Bob, Lydia E. Pinkham, MyKidz Iron 10, Slow Fe"," ferrous sulfate (FER us SUL fate), ","[['What is ferrous sulfate?'], ['Ferrous sulfate is a type of iron. You normally get iron from the foods you eat. In your body, iron becomes a part of your hemoglobin and myoglobin. Hemoglobin carries oxygen through your blood to tissues and organs. Myoglobin helps your muscle cells store oxygen.']]","[[], [], [], []]"
Fetzima," , (LEE voe mil NA si pran), ","[['What is Fetzima?'], ['Fetzima (', ' is a selective serotonin and norepinephrine reuptake inhibitor antidepressant (SNRI). Levomilnacipran affects chemicals in the brain that may be unbalanced in people with depression.']]","[['any other antidepressant;'], ['sibutramine;'], [';'], [' (sometimes called L-tryptophan);']]"
"Allegra, Aller-Ease, Children's Allegra Allergy, Mucinex Allergy, Wal-Fex, "," fexofenadine (FEX oh FEN a deen), ","[['What is fexofenadine?'], ['Fexofenadine is an antihistamine that is used to treat the symptoms of seasonal ', ' (', ') in adults and children.']]","[[';'], ['; or'], [' such as stuffy nose, sinus pain, ', '.'], []]"
"Propecia, Proscar"," finasteride (fin AS ter ide), ","[['What is finasteride?'], ['Finasteride prevents the conversion of ', ' to dihydrotestosterone (DHT) in the body. DHT is involved in the development of ', ' (BPH).']]","[[], [], [], []]"
"Animi-3, Cardio Omega Benefits, Divista, Dry Eye Omega Benefits, EPA Fish Oil, Fish Oil, Fish Oil Ultra, Flex Omega Benefits, Icar Prenatal Essential Omega-3, Lovaza, Marine Lipid Concentrate, MaxEPA, MaxiTears Dry Eye Formula, MaxiVision Omega-3 Formula, Mi-Omega NF, Mom's Omega Advantage, Omega Essentials, Sea-Omega, Sea-Omega 30, TheraTears Nutrition, TherOmega, Vascazen"," omega-3 polyunsaturated fatty acids (oh MAY ga 3 POL ee un SAT yoo ray ted FAT ee AS ids), ","[['What is Fish Oil?'], [""Fish Oil capsules contain omega-3 polyunsaturated fatty acids. Omega-3 polyunsaturated fatty acids are found in oils from certain types of fish, vegetables, and other plant sources. These fatty acids are not made by the body and must be consumed in the diet. Omega-3 polyunsaturated fatty acids work by lowering the body's production of triglycerides. High levels of triglycerides can lead to coronary artery disease, heart disease, and stroke.""]]","[['estrogens (birth control pills or hormone replacement);'], ['a blood thinner such as warfarin (Coumadin, Jantoven);'], ['a beta-blocker such as atenolol (Tenormin, Tenoretic), carvedilol (Coreg), labetalol (Normodyne, Trandate), metoprolol (Dutoprol, Lopressor, Toprol), nadolol (Corgard), propranolol (Inderal, InnoPran), sotalol (Betapace), and others; or'], ['a diuretic (water pill) such as chlorothiazide (Diuril), hydrochlorothiazide (HydroDIURIL, Microzide), chlorthalidone (Hygroton, Thalitone), indapamide (Lozol), metolazone (Mykrox, Zaroxolyn), and others.']]"
